Coercivity,Crystal_Structure,Curie,Curie(Tc),Curie_Weiss,Curie_Weiss(θp),DOI,Experimental,Lattice_Parameters,Lattice_Structure,Magnetic_Moment,Magnetization,Material_Name,Neel,Neel(Tn),New_Column_Concatenated,Remanence,Space_Group,Susceptibility
,,,,-113,-113,haen et al. (1985),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,CeIrSi3,,,,,,
,,,,-30,-30,sanchez et al. (1990),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdIrSi3,15.5,15.5,,,,
,,,,15.7,15.7,sanchez et al. (1990),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,DyIrSi3,7.5,7.5,,,,
,,,,-13,-13,szytuła (1990),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdRhSi3,,,,,,
,,,,-18,-18,szytuła (1990),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,TbRhSi3,,,,,,
,,420 K,420 K,390 K,390 K,lotgering (1964b),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,4.6 μB/molecule,CuCr₂S₄,,,,,,
,,398 K,398 K,,,robbins et al. (1970a),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,4.8 μB/molecule,CuCr₂S₄,,,,,,
,,390 K,390 K,,,van der steen (private communication),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,4.85 μB/molecule,CuCr₂S₄,,,,,,
,,364 K,364 K,365 K,365 K,kanomata et al. (1970),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,3.9 μB/molecule,CuCr₂S₄,,,,,,
,,460 K,460 K,465 K,465 K,lotgering (1964b),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,4.94 μB/molecule,CuCr₂Se₄,,,,,,
,,433 K,433 K,,,robbins et al. (1967b),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,4.77 μB/molecule,CuCr₂Se₄,,,,,,
,,414 K,414 K,460 K,460 K,kanomata et al. (1970),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,4.5 μB/molecule,CuCr₂Se₄,,,,,,
,,430 K,430 K,441 K,441 K,nakatani et al. (1977),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,5.07 μB/molecule,CuCr₂Se₄,,,,,,
,,365 K,365 K,400 K,400 K,lotgering (1964b),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,4.93 μB/molecule,CuCr₂Te₄,,,,,,
,,344 K,344 K,367 K,367 K,kanomata et al. (1970),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,4.2 μB/molecule,CuCr₂Te₄,,,,,,
,,,,-164 K,-164 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,CeCu2Si2,,,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,PrCu2Si2,20.8 K,20.8 K,,,,
,,,,-2 K,-2 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,PrCu2Si2,15 K,15 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,PrCu2Si2,19 K,19 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,SmCu2Si2,9 K,9 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdCu2Si2,14.2 K,14.2 K,,,,
,,,,-21 K,-21 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdCu2Si2,12 K,12 K,,,,
,,,,-10 K,-10 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdCu2Si2,10 K,10 K,,,,
,,,,-20 K,-20 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdCu2Si2,12 K,12 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdCu2Si2,13.5 K,13.5 K,,,,
,,,,-14 K,-14 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdCu2Si2,10 K,10 K,,,,
,,,,-16 K,-16 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdCu2Si2,12.5 K,12.5 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,TbCu2Si2,12.5 K,12.5 K,,,,
,,,,-12 K,-12 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,TbCu2Si2,12 K,12 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,TbCu2Si2,11 K,11 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,TbCu2Si2,13 K,13 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,DyCu2Si2,11.8 K,11.8 K,,,,
,,,,-4 K,-4 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,DyCu2Si2,10 K,10 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,DyCu2Si2,11 K,11 K,,,,
,,,,-3 K,-3 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,HoCu2Si2,6.8-10 K,6.8-10 K,,,,
,,,,-3 K,-3 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,ErCu2Si2,1.6 K,1.6 K,,,,
,,,,-2 K,-2 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,TmCu2Si2,"7.0,3.0 K","7.0,3.0 K",,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,TmCu2Si2,3.6 K,3.6 K,,,,
,,,,-90 K,-90 K,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,YbCu2Si2,,,,,,
,,1040 K,1040 K,,,aldred and froehle (1972),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,Fe(cryst.),,,,,,
,,1400 K,1400 K,,,"pauthenet (1982a,b)",TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,Co(cryst.),,,,,,
,,630 K,630 K,,,aldred (1975),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,Ni(cryst.),,,,,,
,,556 K,556 K,,,ishikawa et al. (1981),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,B0.14Fe0.86,,,,,,
,,617 K,617 K,,,rhyne et al. (1982),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,B0.18Fe0.82,,,,,,
,,580 K,580 K,,,hüller and dietz (1985),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,P0.26Fe0.74,,,,,,
,,710 K,710 K,,,yu et al. (1988),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,B0.13Si0.09Fe0.78,,,,,,
,,450 K,450 K,,,kaul and mohan babu (1989),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,B0.17W0.05Fe0.75,,,,,,
,,637 K,637 K,,,kaul and mohan babu (1989),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,B0.25Fe0.40Ni0.35,,,,,,
,,360 K,360 K,,,xianyu et al. (1982),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,C0.07Cr0.10P0.13Fe0.70,,,,,,
,,630 K,630 K,,,birgenau et al. (1978),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,P0.16B0.06Al0.03Fe0.75,,,,,,
,,482 K,482 K,,,birgenau et al. (1978),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,P0.16B0.06Al0.03Fe0.37Ni0.38,,,,,,
,,480 K,480 K,,,hüller and dietz (1985),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,P0.25Co0.75,,,,,,
,,539 K,539 K,,,maskiewicz (1982),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,B0.25Si0.05Co0.70,,,,,,
,,738 K,738 K,,,swierczek and szymura (1988),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,B0.11Si0.11Fe0.08Co0.70,,,,,,
,,550 K,550 K,,,suran et al. (1981),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,Ti0.229Co0.771,,,,,,
,,280 K,280 K,,,hüller and dietz (1985),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,P0.10Ni0.90,,,,,,
,,470 K,470 K,,,fukamichi et al. (1986b),TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,Y0.33Co0.67,,,,,,
,B20,,,,,Handbook of Magnetic Materials,TRUE,"{'a': '4.558 Å', 'b': 'NA', 'c': 'NA'}",,,0.4 µB,MnSi,29.5 K,29.5 K,,,,
,B20,,,,,Handbook of Magnetic Materials,TRUE,"{'a': '4.700 Å', 'b': 'NA', 'c': 'NA'}",,,1.0 µB,FeGe,279 K,279 K,,,,
,Monoclinic,,,,,Handbook of Magnetic Materials,TRUE,"{'a': '11.838 Å', 'b': '3.937 Å', 'c': '4.9336 Å'}",,,,FeGe,340 K,340 K,,,,
,B35,,,,,Handbook of Magnetic Materials,TRUE,"{'a': '5.002 Å', 'b': 'NA', 'c': '4.055 Å'}",,,1.7 µB,FeGe,411 K,411 K,,,,
,B35,,,,,Handbook of Magnetic Materials,TRUE,"{'a': '5.300 Å', 'b': 'NA', 'c': '4.449 Å'}",,,1.7 µB,FeSn,368 K,368 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdCu,140 K,140 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,TbCu,115 K,115 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,DyCu,62.6 K,62.6 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,HoCu,26.5 K,26.5 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,ErCu,16 K,16 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,TmCu,7.7 K,7.7 K,,,,
,,,,8 K,8 K,"buschow et al. (1976), felner and nowik (1979)",TRUE,"{'a': '8.910', 'b': 'NA', 'c': '5.150'}",,,,CeMn4Al8,,,,,,
,,11 K,11 K,-1 K,-1 K,"buschow et al. (1976), felner and nowik (1979)",TRUE,"{'a': '8.952', 'b': 'NA', 'c': '5.142'}",,,0.38 µB/f.u.,PrMn4Al8,,,,,,
,,7 K,7 K,-8 K,-8 K,felner and nowik (1979),TRUE,"{'a': '8.925', 'b': 'NA', 'c': '5.133'}",,,0.48 µB/f.u.,NdMn4Al8,,,,,,
,,12 K,12 K,-18 K,-18 K,felner and nowik (1979),TRUE,"{'a': '8.902', 'b': 'NA', 'c': '5.120'}",,,0.14 µB/f.u.,SmMn4Al8,,,,,,
,,20 K,20 K,,,felner and nowik (1979),TRUE,"{'a': '8.982', 'b': 'NA', 'c': '5.161'}",,,0.46 µB/f.u.,EuMn4Al8,,,,,,
,,28 K,28 K,4 K,4 K,"buschow et al. (1976), felner and nowik (1979)",TRUE,"{'a': '8.911', 'b': 'NA', 'c': '5.116'}",,,3.1 µB/f.u.,GdMn4Al8,,,,,,
,,21 K,21 K,7 K,7 K,felner and nowik (1979),TRUE,"{'a': '8.865', 'b': 'NA', 'c': '5.108'}",,,4.3 µB/f.u.,TbMn4Al8,,,,,,
,,19 K,19 K,-26 K,-26 K,felner and nowik (1979),TRUE,"{'a': '8.849', 'b': 'NA', 'c': '5.112'}",,,4.0 µB/f.u.,DyMn4Al8,,,,,,
,,14 K,14 K,-2 K,-2 K,felner and nowik (1979),TRUE,"{'a': '8.845', 'b': 'NA', 'c': '5.097'}",,,4.8 µB/f.u.,HoMn4Al8,,,,,,
,,15 K,15 K,-2 K,-2 K,"buschow et al. (1976), felner and nowik (1979)",TRUE,"{'a': '8.837', 'b': 'NA', 'c': '5.093'}",,,4.1 µB/f.u.,ErMn4Al8,,,,,,
,,13 K,13 K,5 K,5 K,felner and nowik (1979),TRUE,"{'a': '8.848', 'b': 'NA', 'c': '5.080'}",,,3.7 µB/f.u.,TmMn4Al8,,,,,,
,,,,10 K,10 K,felner and nowik (1979),TRUE,"{'a': '8.814', 'b': 'NA', 'c': '5.083'}",,,,LuMn4Al8,,,,,,
,,,,5 K,5 K,"buschow et al. (1976), felner and nowik (1979)",TRUE,"{'a': '8.857', 'b': 'NA', 'c': '5.101'}",,,,YMn4Al8,,,,,,
,,3 K,3 K,-0.99 K,-0.99 K,"braun and jeitschko (1980b), sanada et al. (2005), yuhasz et al. (2005)",TRUE,"{'a': '9.3009', 'b': 'NA', 'c': 'NA'}",,,"0.135 (2K, 7 T)",SmOs4Sb12,,,,,,
,,99 K,99 K,,,"jeitschko and braun (1977), grandjean et al. (1984)",TRUE,"{'a': '7.8055', 'b': 'NA', 'c': 'NA'}",,,,EuFe4P12,,,,,,
,,17.8 K,17.8 K,18 K,18 K,"jeitschko and braun (1977), sekine et al. (2000b)",TRUE,"{'a': '8.0406', 'b': 'NA', 'c': 'NA'}",,,"6 (H//[100], 2 K, 5 T)",EuRu4P12,,,,,,
,,15 K,15 K,,,kihou et al. (2004),TRUE,"{'a': '8.0792', 'b': 'NA', 'c': 'NA'}",,,,EuOs4P12,,,,,,
,,82-87 K,82-87 K,-18 to 19 K,-18 to 19 K,"bauer et al. (2001a), danebrock et al. (1996), dilley et al. (1998), evers et al. (1995)",TRUE,"{'a': '9.165', 'b': 'NA', 'c': 'NA'}",,,4.5-5.1,EuₓFe4Sb12,,,,,,
,,"3.3, 4 K","3.3, 4 K","6.1, 3 K","6.1, 3 K","bauer et al. (2004), braun and jeitschko (1980b), takeda and ishikawa (2000a, 2000b)",TRUE,"{'a': '9.2824', 'b': 'NA', 'c': 'NA'}",,,"6.2, 7.3",EuRu4Sb12,,,,,,
,,9 K,9 K,8 K,8 K,"bauer et al. (2004), braun and jeitschko (1980b)",TRUE,"{'a': '9.3187', 'b': 'NA', 'c': 'NA'}",,,6,EuOs4Sb12,,,,,,
,,"22, 23 K","22, 23 K","25, 9.9 K","25, 9.9 K","jeitschko et al. (2000), kihou et al. (2004)",TRUE,"{'a': '7.795', 'b': 'NA', 'c': 'NA'}",,,"6.8 (4 K, 5.5 T)",GdFe4P12,,,,,,
,,,,23 K,23 K,"sekine et al. (1998, 2000c)",TRUE,"{'a': '8.0375', 'b': 'NA', 'c': 'NA'}",,,"7 (4.2 K, 18 T)",GdRu4P12,22 K,22 K,,,,
,,5 K,5 K,2.9 K,2.9 K,kihou et al. (2004),TRUE,"{'a': '8.0657', 'b': 'NA', 'c': 'NA'}",,,"6.6 (2 K, 1 T)",GdOs4P12,,,,,,
,,10 K,10 K,10 K,10 K,"sekine et al. (2008a, 2008b), shirotani et al. (2006)",TRUE,"{'a': '7.7926', 'b': 'NA', 'c': 'NA'}",,,"6.8 (2 K, 1 T)",TbFe4P12,,,,,,
,,,,8 K,8 K,"sekine et al. (2000c, 2008a, 2008b)",TRUE,"{'a': '8.0338', 'b': 'NA', 'c': 'NA'}",,,"8.1 (4.2K, 18 T)",TbRu4P12,20 K,20 K,,,,
,,>2 K,>2 K,3 K,3 K,"kihou et al. (2004), sekine et al. (2008a, 2008b)",TRUE,"{'a': '8.0631', 'b': 'NA', 'c': 'NA'}",,,"6 (2K, 5T)",TbOs4P12,,,,,,
,,4 K,4 K,3 K,3 K,"sekine et al. (2008a, 2008b), shirotani et al. (2003b)",TRUE,"{'a': '7.7891', 'b': 'NA', 'c': 'NA'}",,,"4.5 (2 K, 1 T)",DyFe4P12,,,,,,
,,,,-0.1 K,-0.1 K,"sekine et al. (2008a, 2008b)",TRUE,"{'a': '8.0294', 'b': 'NA', 'c': 'NA'}",,,,DyRu4P12,15 K,15 K,,,,
,,2 K,2 K,4.4 K,4.4 K,"kihou et al. (2004), sekine et al. (2008a, 2008b)",TRUE,"{'a': '8.0601', 'b': 'NA', 'c': 'NA'}",,,,DyOs4P12,,,,,,
,Th2Ni17,298.5-314 K,298.5-314 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",hex,,16.2-18,Er2Fe17,,,,,,
,Th2Ni17,280 K,280 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",hex,,25.6,Yb2Fe17,,,,,,
,Th2Ni17,276 K,276 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",hex,,,Tm2Fe17,,,,,,
,Th2Ni17,264-270 K,264-270 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",hex,,33.8-34.7,Lu2Fe17,,,,,,
,Th2Ni17,302.5-332 K,302.5-332 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",hex,,30.0-34.7,Y2Fe17,,,,,,
1.43 μB/Co,Nd2Fe14B,1016 K,1016 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,20.0 μB/f.u.,Y2Co14B,,,,,P42/mnm,
1.46 μB/Co,Nd2Fe14B,957 K,957 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,20.5 μB/f.u.,La2Co14B,,,,,P42/mnm,
(1.45) μB/Co,Nd2Fe14B,994 K,994 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,25.2 μB/f.u.,Pr2Co14B,,,,,P42/mnm,
(1.45) μB/Co,Nd2Fe14B,1006 K,1006 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,25.8 μB/f.u.,Nd2Co14B,,,,,P42/mnm,
1.45 μB/Co,Nd2Fe14B,1031 K,1031 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,18.3 μB/f.u.,Sm2Co14B,,,,,P42/mnm,
(1.45) μB/Co,Nd2Fe14B,1050 K,1050 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,6.0 μB/f.u.,Gd2Co14B,,,,,P42/mnm,
(1.45) μB/Co,Nd2Fe14B,1036 K,1036 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,3.7 μB/f.u.,Tb2Co14B,,,,,P42/mnm,
1.5 μB/Co,CaCu5,840 K,840 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,7.3 μB/f.u.,LaCo5,,,,,P6/mm,
1.14 μB/Co,Orthor.,>300 K,>300 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,5.6 μB/f.u.,LaCo5H3.35,,,,,,
0.33 μB/Co,Orthor.,>300 K,>300 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,1.64 μB/f.u.,LaCo5H4.3,,,,,,
,CaCu5,737 K,737 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,6.5 μB/f.u.,CeCo5,,,,,P6/mmm,
,CaCu5,912 K,912 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,9.95 μB/f.u.,PrCo5,,,,,P6/mmm,
0.83 μB/Co,Orthor.,>300 K,>300 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,3.70 μB/f.u.,PrCo5H3.6,,,,,,
,CaCu5,910 K,910 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,10.6 μB/f.u.,NdCo5,,,,,P6/mmm,
,Orthor.,>300 K,>300 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,5.06 μB/f.u.,NdCo5H2.8,,,,,,
,CaCu5,1020 K,1020 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,7.3 μB/f.u.,SmCo5,,,,,P6/mmm,
0.2 μB/Co,Orthor.,>300 K,>300 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,SmCo5H2.5,,,,,,
1.74 μB/Co,CaCu5,953 K,953 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,1.70 μB/f.u.,GdCo5,,,,,P6/mmm,
1.49 μB/Co,,480 K,480 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,0.44 μB/f.u.,GdCo5H2.8,,,,,,
1.3-1.7 μB/Co,Gd2Co7,639 K,639 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,8.75-9.6 μB/f.u.,Y2Co7,,,,,R3m,
1.2 μB/Co,Gd2Co7,540 K,540 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,8.4 μB/f.u.,Y2Co7H3,,,,,R3m,
0.93 μB/Co,Gd2Co7,470 K,470 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,6.5 μB/f.u.,Y2Co7H6,,,,,R3m,
1 μB/Co,Gd2Co7,490 K,490 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,7 μB/f.u.,La2Co7,,,,,R3m,
0.6 μB/Co,Gd2Co7,>300 K,>300 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,4.2 μB/f.u.,La2Co7H5,,,,,R3m,
,Ce2Ni7,50 K,50 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,0.9 μB/f.u.,Ce2Co7,,,,,P63/mmc,
,Ce2Ni7,233 K,233 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,3.8 μB/f.u.,Ce2Co7H7,,,,,P63/mmc,
1.37 μB/Co,Ce2Ni7,613 K,613 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,14.6 μB/f.u.,Nd2Co7,,,,,P63/mmc,
0.53 μB/Co,Ce2Ni7,35 K,35 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,3.7 μB/f.u.,Nd2Co7H8.5,,,,,P63/mmc,
1.4 μB/Co,Gd2Co7,775 K,775 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,4.2 μB/f.u.,Gd2Co7,,,,,R3m,
0.9 μB/Co,Gd2Co7,420 K,420 K,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,7.7 μB/f.u.,Gd2Co7H7.7,,,,,R3m,
,D81,628 K,628 K,,,table 27: crystallographic and magnetic data for t5x3 compounds.,TRUE,"{'a': '5.482 Å', 'b': 'NA', 'c': '10.332 Å'}",,,,Fe5PB2,,,,,,
,D81,784 K,784 K,,,table 27: crystallographic and magnetic data for t5x3 compounds.,TRUE,"{'a': '5.550 Å', 'b': 'NA', 'c': '10.332 Å'}",,,,Fe5SiB2,,,,,,
,D81,411 K,411 K,,,table 27: crystallographic and magnetic data for t5x3 compounds.,TRUE,"{'a': '5.54 Å', 'b': 'NA', 'c': '10.49 Å'}",,,,Mn5PB2,,,,,,
,D81,312 K,312 K,,,table 27: crystallographic and magnetic data for t5x3 compounds.,TRUE,"{'a': '5.61 Å', 'b': 'NA', 'c': '10.44 Å'}",,,,Mn5SiB2,,,,,,
,D88,,,,,table 27: crystallographic and magnetic data for t5x3 compounds.,TRUE,"{'a': '6.916 Å', 'b': 'NA', 'c': '4.824 Å'}",,,,Mn5Si3,68 K,68 K,,,,
,D88,296 K,296 K,,,table 27: crystallographic and magnetic data for t5x3 compounds.,TRUE,"{'a': '7.195 Å', 'b': 'NA', 'c': '5.032 Å'}",,,,Mn5Ge3,,,,,,
,D88,373 K,373 K,,,table 27: crystallographic and magnetic data for t5x3 compounds.,TRUE,"{'a': '6.755 Å', 'b': 'NA', 'c': '4.717 Å'}",,,,Fe5Si3,,,,,,
,B82,485 K,485 K,,,table 27: crystallographic and magnetic data for t5x3 compounds.,TRUE,"{'a': '4.020 Å', 'b': 'NA', 'c': '5.024 Å'}",,,,Fe5Ge3,,,,,,
,B82,263 K,263 K,,,table 27: crystallographic and magnetic data for t5x3 compounds.,TRUE,"{'a': '4.39 Å', 'b': 'NA', 'c': '5.51 Å'}",,,,Mn5Sn3,,,,,,
,B82,600 K,600 K,,,table 27: crystallographic and magnetic data for t5x3 compounds.,TRUE,"{'a': '4.22 Å', 'b': 'NA', 'c': '5.22 Å'}",,,,Fe5Sn3,,,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,DyCr2Ge2,16 K,16 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,PrFe2Ge2,"9, 14 K","9, 14 K",,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,NdFe2Ge2,13 K,13 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,GdFe2Ge2,11 K,11 K,,,,
,,,,,,Handbook of Magnetic Materials,TRUE,"{'a': 'NA', 'b': 'NA', 'c': 'NA'}",,,,TbFe2Ge2,7.5 K,7.5 K,,,,
